"","Sale 1 Price","Sale 2 Price","Date Sale 1","Date Sale 2","City","Time Interval","Atlanta","Chicago","Dallas","Oakland"
"209",53000,78000,23,35,1,12,1,0,0,0
"210",27500,29500,7,9,1,2,1,0,0,0
"211",27000,51500,5,22,1,17,1,0,0,0
"212",68000,74000,39,51,1,12,1,0,0,0
"213",24100,40000,9,35,1,26,1,0,0,0
"214",80500,86900,42,56,1,14,1,0,0,0
"215",42500,48500,14,23,1,9,1,0,0,0
"216",24500,24500,10,11,1,1,1,0,0,0
"217",62000,77000,36,50,1,14,1,0,0,0
"218",70900,87500,33,43,1,10,1,0,0,0
"219",19000,35000,12,46,1,34,1,0,0,0
"220",15300,30000,4,60,1,56,1,0,0,0
"221",64000,68500,56,61,1,5,1,0,0,0
"222",27500,33500,11,25,1,14,1,0,0,0
"223",20500,24000,3,29,1,26,1,0,0,0
"224",31400,33000,8,27,1,19,1,0,0,0
"225",35000,37900,8,10,1,2,1,0,0,0
"226",28500,40000,12,26,1,14,1,0,0,0
"227",25500,55000,23,36,1,13,1,0,0,0
"228",67000,74900,31,36,1,5,1,0,0,0
"229",31500,53900,9,27,1,18,1,0,0,0
"230",23900,36000,30,53,1,23,1,0,0,0
"231",68000,74900,31,33,1,2,1,0,0,0
"232",69000,71500,36,47,1,11,1,0,0,0
"233",77500,82500,31,54,1,23,1,0,0,0
"234",22400,30000,11,35,1,24,1,0,0,0
"235",23500,24900,12,14,1,2,1,0,0,0
"236",31500,56500,9,53,1,44,1,0,0,0
"237",157000,184000,39,55,1,16,1,0,0,0
"238",33500,45000,20,29,1,9,1,0,0,0
"239",23900,35000,12,30,1,18,1,0,0,0
"240",15300,16900,5,25,1,20,1,0,0,0
"241",37100,58500,18,31,1,13,1,0,0,0
"242",65000,119500,24,65,1,41,1,0,0,0
"243",78000,136000,27,58,1,31,1,0,0,0
"244",32500,52000,31,48,1,17,1,0,0,0
"245",63500,67900,37,44,1,7,1,0,0,0
"246",52000,74000,22,34,1,12,1,0,0,0
"247",48500,51000,34,46,1,12,1,0,0,0
"248",47000,80600,22,38,1,16,1,0,0,0
"249",18000,42000,20,47,1,27,1,0,0,0
"250",69400,69000,37,45,1,8,1,0,0,0
"251",43500,49900,36,45,1,9,1,0,0,0
"252",31500,38200,11,13,1,2,1,0,0,0
"253",23700,25500,6,9,1,3,1,0,0,0
"254",26000,52000,10,43,1,33,1,0,0,0
"255",48900,63000,36,37,1,1,1,0,0,0
"256",33000,49000,6,27,1,21,1,0,0,0
"257",30000,32500,33,38,1,5,1,0,0,0
"258",27500,26000,28,32,1,4,1,0,0,0
"259",60400,75800,30,38,1,8,1,0,0,0
"260",31800,31300,6,7,1,1,1,0,0,0
"261",44000,55000,15,26,1,11,1,0,0,0
"262",30000,57500,5,36,1,31,1,0,0,0
"263",26500,32000,10,17,1,7,1,0,0,0
"264",16500,23000,5,16,1,11,1,0,0,0
"265",87500,84200,63,64,1,1,1,0,0,0
"266",40000,47500,21,30,1,9,1,0,0,0
"267",61000,69000,25,29,1,4,1,0,0,0
"268",41000,116000,12,59,1,47,1,0,0,0
"269",57900,67900,31,33,1,2,1,0,0,0
"270",25000,28900,17,30,1,13,1,0,0,0
"271",23000,24500,29,30,1,1,1,0,0,0
"272",38500,76000,11,46,1,35,1,0,0,0
"273",85000,141000,16,22,1,6,1,0,0,0
"274",121800,147000,35,55,1,20,1,0,0,0
"275",93500,115000,33,37,1,4,1,0,0,0
"276",35000,39000,59,64,1,5,1,0,0,0
"277",26500,35000,38,48,1,10,1,0,0,0
"278",25000,32000,8,13,1,5,1,0,0,0
"279",51400,61000,27,32,1,5,1,0,0,0
"280",69800,68500,53,57,1,4,1,0,0,0
"281",49500,71100,26,53,1,27,1,0,0,0
"282",52500,87000,29,46,1,17,1,0,0,0
"283",24800,62900,3,46,1,43,1,0,0,0
"284",58700,84600,25,53,1,28,1,0,0,0
"285",28500,55000,20,66,1,46,1,0,0,0
"286",75000,76000,38,46,1,8,1,0,0,0
"287",28200,34000,13,31,1,18,1,0,0,0
"288",85000,104000,33,47,1,14,1,0,0,0
"289",39900,60000,26,47,1,21,1,0,0,0
"290",69500,67000,39,54,1,15,1,0,0,0
"291",96000,96000,43,50,1,7,1,0,0,0
"292",50500,61500,21,29,1,8,1,0,0,0
"293",21500,52000,6,34,1,28,1,0,0,0
"294",85500,89500,24,25,1,1,1,0,0,0
"295",12800,26500,14,34,1,20,1,0,0,0
"296",31500,31500,47,55,1,8,1,0,0,0
"297",50000,52500,33,36,1,3,1,0,0,0
"298",28000,29500,14,23,1,9,1,0,0,0
"299",43000,63500,13,30,1,17,1,0,0,0
"300",36500,62000,12,33,1,21,1,0,0,0
"301",29500,63500,32,38,1,6,1,0,0,0
"302",44000,94000,22,63,1,41,1,0,0,0
"303",74000,77500,40,50,1,10,1,0,0,0
"304",40000,52000,31,57,1,26,1,0,0,0
"305",26000,43000,10,23,1,13,1,0,0,0
"306",54500,73900,30,58,1,28,1,0,0,0
"307",26900,64000,10,38,1,28,1,0,0,0
"308",21000,42000,21,37,1,16,1,0,0,0
"309",21600,26000,30,34,1,4,1,0,0,0
"310",40000,58000,25,51,1,26,1,0,0,0
"311",35500,36600,2,6,1,4,1,0,0,0
"312",62500,77500,25,30,1,5,1,0,0,0
"313",68500,85000,34,54,1,20,1,0,0,0
"314",51000,54900,38,39,1,1,1,0,0,0
"315",32000,42500,19,31,1,12,1,0,0,0
"316",51500,63900,26,32,1,6,1,0,0,0
"317",38500,77500,7,55,1,48,1,0,0,0
"318",36900,40000,34,53,1,19,1,0,0,0
"319",55000,102000,17,53,1,36,1,0,0,0
"320",16500,19000,28,31,1,3,1,0,0,0
"321",42300,74000,5,30,1,25,1,0,0,0
"322",18700,28500,13,27,1,14,1,0,0,0
"323",68500,59000,27,33,1,6,1,0,0,0
"324",55500,78000,31,54,1,23,1,0,0,0
"325",32800,43000,30,53,1,23,1,0,0,0
"326",54000,52500,32,33,1,1,1,0,0,0
"327",34200,47500,5,18,1,13,1,0,0,0
"328",62000,69900,33,46,1,13,1,0,0,0
"329",40000,49000,18,23,1,5,1,0,0,0
"330",31300,56400,10,28,1,18,1,0,0,0
"331",20000,34300,30,58,1,28,1,0,0,0
"332",123000,113000,38,43,1,5,1,0,0,0
"333",20000,15500,17,31,1,14,1,0,0,0
"334",40500,68000,14,30,1,16,1,0,0,0
"335",14500,23500,31,43,1,12,1,0,0,0
"336",21000,28900,5,12,1,7,1,0,0,0
"337",27900,50000,13,46,1,33,1,0,0,0
"338",40000,47300,32,36,1,4,1,0,0,0
"339",49000,72500,21,29,1,8,1,0,0,0
"340",25300,30500,7,26,1,19,1,0,0,0
"341",38000,36800,37,49,1,12,1,0,0,0
"342",37000,41000,16,22,1,6,1,0,0,0
"343",15500,28000,20,53,1,33,1,0,0,0
"344",30000,44800,25,33,1,8,1,0,0,0
"345",23000,60500,17,38,1,21,1,0,0,0
"346",39300,52900,7,14,1,7,1,0,0,0
"347",30800,33900,8,14,1,6,1,0,0,0
"348",55000,58900,21,27,1,6,1,0,0,0
"349",31900,48000,12,32,1,20,1,0,0,0
"350",72000,82500,32,48,1,16,1,0,0,0
"351",45500,74000,25,54,1,29,1,0,0,0
"352",40000,59500,31,46,1,15,1,0,0,0
"353",21000,40000,18,47,1,29,1,0,0,0
"354",53900,68500,28,37,1,9,1,0,0,0
"355",17800,37000,12,54,1,42,1,0,0,0
"356",29500,35600,12,18,1,6,1,0,0,0
"357",30500,29000,38,39,1,1,1,0,0,0
"358",60500,59700,38,46,1,8,1,0,0,0
"359",22000,32500,6,22,1,16,1,0,0,0
"360",38700,72200,17,38,1,21,1,0,0,0
"361",48000,48400,40,44,1,4,1,0,0,0
"362",52700,104000,16,39,1,23,1,0,0,0
"363",72700,76200,59,64,1,5,1,0,0,0
"364",18100,30000,22,38,1,16,1,0,0,0
"365",119000,124500,32,43,1,11,1,0,0,0
"366",40000,56000,27,35,1,8,1,0,0,0
"367",29500,47500,28,58,1,30,1,0,0,0
"368",50000,116000,20,65,1,45,1,0,0,0
"369",33500,47000,15,28,1,13,1,0,0,0
"370",35000,53000,23,37,1,14,1,0,0,0
"371",56000,56000,3,10,1,7,1,0,0,0
"372",34000,66000,17,54,1,37,1,0,0,0
"373",37900,37900,9,10,1,1,1,0,0,0
"374",27500,43900,9,28,1,19,1,0,0,0
"375",53000,67900,28,35,1,7,1,0,0,0
"376",83500,103500,12,18,1,6,1,0,0,0
"377",42000,95000,14,44,1,30,1,0,0,0
"378",42800,81500,10,31,1,21,1,0,0,0
"379",27900,36800,14,32,1,18,1,0,0,0
"380",39000,66000,25,49,1,24,1,0,0,0
"381",32500,47500,10,21,1,11,1,0,0,0
"382",17900,20000,11,30,1,19,1,0,0,0
"383",43000,60000,60,63,1,3,1,0,0,0
"384",32500,52500,26,38,1,12,1,0,0,0
"385",97600,102000,51,64,1,13,1,0,0,0
"386",22100,22000,11,12,1,1,1,0,0,0
"387",33500,63900,15,37,1,22,1,0,0,0
"388",51900,53900,43,49,1,6,1,0,0,0
"389",29500,59000,3,37,1,34,1,0,0,0
"390",21500,33000,5,26,1,21,1,0,0,0
"391",35000,54000,15,32,1,17,1,0,0,0
"392",56000,81500,23,35,1,12,1,0,0,0
"393",33500,45000,37,50,1,13,1,0,0,0
"394",29500,43300,6,23,1,17,1,0,0,0
"395",61000,76000,30,53,1,23,1,0,0,0
"396",51500,55900,25,30,1,5,1,0,0,0
"397",20700,29000,2,25,1,23,1,0,0,0
"398",21900,40000,13,48,1,35,1,0,0,0
"399",54000,54000,57,60,1,3,1,0,0,0
"400",40500,59900,20,31,1,11,1,0,0,0
"401",83000,76500,53,55,1,2,1,0,0,0
"402",28000,28000,56,58,1,2,1,0,0,0
"403",23000,53000,10,64,1,54,1,0,0,0
"404",30000,27500,44,46,1,2,1,0,0,0
"405",54100,90500,15,33,1,18,1,0,0,0
"406",83500,109000,11,26,1,15,1,0,0,0
"407",53900,62000,21,27,1,6,1,0,0,0
"408",17500,40000,26,44,1,18,1,0,0,0
"409",44900,55500,33,44,1,11,1,0,0,0
"410",52500,86000,25,61,1,36,1,0,0,0
"411",35500,54000,28,43,1,15,1,0,0,0
"412",29000,87000,9,63,1,54,1,0,0,0
"413",54500,138000,8,46,1,38,1,0,0,0
"414",24600,43500,19,57,1,38,1,0,0,0
"415",42500,44500,13,14,1,1,1,0,0,0
"416",52500,62000,23,27,1,4,1,0,0,0
"417",30000,73000,23,53,1,30,1,0,0,0
"418",46500,63900,22,31,1,9,1,0,0,0
"419",27000,37000,31,63,1,32,1,0,0,0
"420",28000,70000,12,30,1,18,1,0,0,0
"421",33000,74500,10,53,1,43,1,0,0,0
"422",66400,66400,63,65,1,2,1,0,0,0
"423",46000,64000,24,34,1,10,1,0,0,0
"424",46200,63000,22,33,1,11,1,0,0,0
"425",38700,62000,26,38,1,12,1,0,0,0
"426",28000,34900,26,34,1,8,1,0,0,0
"427",91000,93500,33,39,1,6,1,0,0,0
"428",50900,81000,23,36,1,13,1,0,0,0
"429",48500,71400,24,37,1,13,1,0,0,0
"430",76000,109000,32,37,1,5,1,0,0,0
"431",33000,58000,27,39,1,12,1,0,0,0
"432",38300,46000,15,23,1,8,1,0,0,0
"433",19500,48000,7,57,1,50,1,0,0,0
"434",35000,36500,22,28,1,6,1,0,0,0
"435",24000,25900,14,17,1,3,1,0,0,0
"436",120500,125600,58,59,1,1,1,0,0,0
"437",28400,46000,18,30,1,12,1,0,0,0
"438",50000,51000,31,32,1,1,1,0,0,0
"439",23500,55000,14,63,1,49,1,0,0,0
"440",21200,29000,14,25,1,11,1,0,0,0
"441",99500,102000,35,38,1,3,1,0,0,0
"442",23900,28100,17,26,1,9,1,0,0,0
"443",18000,33500,2,33,1,31,1,0,0,0
"444",36500,47500,21,33,1,12,1,0,0,0
"445",57000,68500,25,31,1,6,1,0,0,0
"446",39500,42500,7,14,1,7,1,0,0,0
"447",78900,170000,12,43,1,31,1,0,0,0
"448",34000,33000,62,64,1,2,1,0,0,0
"449",83000,92000,34,60,1,26,1,0,0,0
"450",19500,46000,35,40,1,5,1,0,0,0
"451",48000,60000,13,25,1,12,1,0,0,0
"452",182500,208000,34,47,1,13,1,0,0,0
"453",30500,41500,28,35,1,7,1,0,0,0
"454",44000,62000,30,35,1,5,1,0,0,0
"455",36500,39500,14,16,1,2,1,0,0,0
"456",33500,46000,6,19,1,13,1,0,0,0
"457",24600,45000,12,56,1,44,1,0,0,0
"458",104000,106000,36,51,1,15,1,0,0,0
"459",50500,65000,29,59,1,30,1,0,0,0
"460",35700,72000,6,30,1,24,1,0,0,0
"461",19900,28000,26,35,1,9,1,0,0,0
"462",31500,43900,4,14,1,10,1,0,0,0
"463",94500,66900,45,46,1,1,1,0,0,0
"464",16000,21500,2,23,1,21,1,0,0,0
"465",47700,69900,23,43,1,20,1,0,0,0
"466",62500,93200,24,51,1,27,1,0,0,0
"467",42000,55500,29,32,1,3,1,0,0,0
"468",29200,56000,10,38,1,28,1,0,0,0
"469",17500,29000,29,38,1,9,1,0,0,0
"470",34000,35500,34,35,1,1,1,0,0,0
"471",24900,25900,16,17,1,1,1,0,0,0
"472",115000,139500,38,54,1,16,1,0,0,0
"473",92500,1e+05,22,26,1,4,1,0,0,0
"474",22500,51000,4,39,1,35,1,0,0,0
"475",83000,95000,36,60,1,24,1,0,0,0
"476",26000,46500,12,62,1,50,1,0,0,0
"477",43100,42000,19,28,1,9,1,0,0,0
"478",57000,67500,33,44,1,11,1,0,0,0
"479",55500,64900,26,31,1,5,1,0,0,0
"480",29200,74000,6,52,1,46,1,0,0,0
"481",23500,42500,21,38,1,17,1,0,0,0
"482",83000,83000,34,35,1,1,1,0,0,0
"483",47000,53500,9,14,1,5,1,0,0,0
"484",67000,90000,26,45,1,19,1,0,0,0
"485",53500,55000,39,60,1,21,1,0,0,0
"486",74300,78000,36,57,1,21,1,0,0,0
"487",27000,28000,11,12,1,1,1,0,0,0
"488",29500,28900,3,31,1,28,1,0,0,0
"489",84600,148000,19,39,1,20,1,0,0,0
"490",26900,44000,7,28,1,21,1,0,0,0
"491",24000,28900,24,35,1,11,1,0,0,0
"492",23900,34000,15,27,1,12,1,0,0,0
"493",23000,39000,32,47,1,15,1,0,0,0
"494",64000,67500,19,23,1,4,1,0,0,0
"495",27000,47000,27,47,1,20,1,0,0,0
"496",90000,89100,40,48,1,8,1,0,0,0
"497",73400,76000,60,61,1,1,1,0,0,0
"498",16500,23000,19,35,1,16,1,0,0,0
"499",21000,30000,27,35,1,8,1,0,0,0
"500",64000,79800,31,54,1,23,1,0,0,0
"501",116000,248000,24,45,1,21,1,0,0,0
"502",57500,76500,26,38,1,12,1,0,0,0
"503",24500,27500,11,22,1,11,1,0,0,0
"504",52600,64500,38,53,1,15,1,0,0,0
"505",27300,38900,5,28,1,23,1,0,0,0
"506",85400,122500,26,33,1,7,1,0,0,0
"507",62800,95000,1,17,1,16,1,0,0,0
"508",64200,117000,10,29,1,19,1,0,0,0
"509",40300,43800,12,13,1,1,1,0,0,0
"510",40000,80000,28,53,1,25,1,0,0,0
"511",28000,58500,11,58,1,47,1,0,0,0
"512",69000,69900,63,64,1,1,1,0,0,0
"513",62000,63000,39,53,1,14,1,0,0,0
"514",38500,44900,31,37,1,6,1,0,0,0
"515",115000,126000,32,37,1,5,1,0,0,0
"516",57000,65000,30,34,1,4,1,0,0,0
"517",12000,19400,17,19,1,2,1,0,0,0
"518",56000,56500,34,35,1,1,1,0,0,0
"519",49000,75000,22,33,1,11,1,0,0,0
"520",30000,34500,20,23,1,3,1,0,0,0
"521",49000,63500,19,30,1,11,1,0,0,0
"522",47000,62000,20,33,1,13,1,0,0,0
"523",18500,20500,22,26,1,4,1,0,0,0
"524",65000,110000,4,26,1,22,1,0,0,0
"525",48800,64000,35,52,1,17,1,0,0,0
"526",31000,37500,27,30,1,3,1,0,0,0
"527",58700,63000,15,18,1,3,1,0,0,0
"528",36500,40500,5,12,1,7,1,0,0,0
"529",59500,69500,31,44,1,13,1,0,0,0
"530",31000,65000,18,56,1,38,1,0,0,0
"531",33900,39500,17,26,1,9,1,0,0,0
"532",33500,55000,26,40,1,14,1,0,0,0
"533",38000,92000,11,66,1,55,1,0,0,0
"534",66500,71000,40,47,1,7,1,0,0,0
"535",50500,67000,2,17,1,15,1,0,0,0
"536",71500,88000,30,50,1,20,1,0,0,0
"537",53000,55000,32,45,1,13,1,0,0,0
"538",29500,31000,13,17,1,4,1,0,0,0
"539",32000,49900,26,56,1,30,1,0,0,0
"540",31500,78500,9,56,1,47,1,0,0,0
"541",60000,83000,30,46,1,16,1,0,0,0
"542",26500,58000,23,63,1,40,1,0,0,0
"543",157000,188000,32,42,1,10,1,0,0,0
"544",21900,32900,5,31,1,26,1,0,0,0
"545",22000,24000,2,29,1,27,1,0,0,0
"546",39500,40000,37,45,1,8,1,0,0,0
"547",39900,39900,58,59,1,1,1,0,0,0
"548",50500,120000,5,33,1,28,1,0,0,0
"549",30000,34000,56,57,1,1,1,0,0,0
"550",83000,95000,53,65,1,12,1,0,0,0
"551",32000,54500,14,32,1,18,1,0,0,0
"552",30500,44500,9,25,1,16,1,0,0,0
"553",49500,54000,11,16,1,5,1,0,0,0
"554",46000,71000,24,43,1,19,1,0,0,0
